id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
234936,Male,50,1,4,0,1-2 Year,Yes,33164.0,26.0,65,1
169333,Male,20,1,1,1,< 1 Year,No,31163.0,160.0,42,0
63871,Female,39,1,1,1,1-2 Year,No,27458.0,7.0,80,0
262841,Female,47,1,3,0,1-2 Year,Yes,2630.0,124.0,246,0
99611,Male,54,1,3,0,1-2 Year,Yes,2630.0,156.0,269,0
117768,Female,23,1,5,0,< 1 Year,Yes,26318.0,10.0,269,0
125957,Female,46,1,3,0,1-2 Year,Yes,2630.0,157.0,276,1
18809,Female,28,1,2,0,< 1 Year,Yes,29478.0,152.0,87,1
211350,Male,53,1,5,1,1-2 Year,No,37755.0,152.0,158,0
222833,Male,26,1,1,1,< 1 Year,No,35906.0,152.0,259,0
339807,Male,50,1,1,0,1-2 Year,Yes,38711.0,26.0,239,0
93835,Female,34,1,1,1,1-2 Year,No,23817.0,152.0,182,0
117004,Female,27,1,2,1,< 1 Year,No,25200.0,152.0,98,0
225668,Female,45,1,1,1,1-2 Year,No,2630.0,122.0,82,0
256620,Male,57,1,3,0,1-2 Year,Yes,38200.0,124.0,289,1
250331,Female,22,1,4,1,< 1 Year,No,33160.0,152.0,200,0
59876,Male,63,1,5,0,1-2 Year,Yes,31733.0,11.0,123,0
175749,Female,36,1,2,0,1-2 Year,Yes,2630.0,156.0,231,1
209292,Male,52,1,3,0,1-2 Year,Yes,2630.0,156.0,145,0
99201,Female,35,1,2,0,1-2 Year,Yes,30357.0,152.0,103,1
307362,Male,38,1,3,0,1-2 Year,Yes,69856.0,124.0,166,0
45850,Female,22,1,1,1,< 1 Year,No,2630.0,152.0,231,0
181596,Female,29,1,4,0,< 1 Year,Yes,34020.0,152.0,134,0
362781,Female,31,1,2,1,< 1 Year,No,32000.0,152.0,287,0
359588,Female,23,1,1,1,< 1 Year,No,34966.0,152.0,168,0
246699,Male,48,1,2,0,1-2 Year,Yes,31660.0,124.0,123,1
228661,Female,22,1,5,0,< 1 Year,No,2630.0,152.0,143,0
339870,Male,23,1,4,0,< 1 Year,Yes,2630.0,26.0,295,0
359623,Male,49,1,3,0,1-2 Year,Yes,43606.0,122.0,208,0
55891,Male,25,1,3,0,< 1 Year,Yes,30608.0,152.0,30,1
156864,Female,38,1,5,0,1-2 Year,Yes,35092.0,26.0,154,1
117030,Male,68,1,2,1,1-2 Year,No,54426.0,26.0,153,0
72994,Female,42,1,2,0,1-2 Year,Yes,32480.0,124.0,171,1
53407,Male,22,1,3,0,< 1 Year,Yes,27466.0,152.0,277,1
169009,Male,25,1,3,0,< 1 Year,Yes,54989.0,152.0,74,1
311289,Female,24,1,5,1,< 1 Year,Yes,42289.0,152.0,26,0
39676,Male,35,1,3,0,1-2 Year,Yes,23213.0,26.0,24,0
87798,Male,26,1,5,0,< 1 Year,Yes,33890.0,152.0,278,0
236851,Female,28,1,3,1,< 1 Year,No,28772.0,152.0,185,0
57675,Male,58,1,4,1,1-2 Year,No,2630.0,152.0,271,0
29577,Female,38,1,3,0,1-2 Year,Yes,33362.0,122.0,216,1
245998,Female,28,1,3,1,< 1 Year,No,24592.0,152.0,184,0
10116,Female,32,1,4,0,1-2 Year,Yes,2630.0,156.0,170,0
176556,Female,53,1,3,1,1-2 Year,No,42443.0,26.0,251,0
325017,Female,42,1,4,0,1-2 Year,Yes,42625.0,26.0,155,0
178967,Male,55,1,2,1,1-2 Year,No,34761.0,124.0,43,0
91366,Female,24,1,2,0,< 1 Year,Yes,14073.0,152.0,210,0
57935,Male,27,1,3,1,< 1 Year,No,26735.0,152.0,222,0
208237,Male,54,1,3,0,1-2 Year,Yes,50287.0,26.0,294,0
126756,Female,22,1,4,0,< 1 Year,No,39680.0,152.0,43,1
22134,Male,53,1,2,1,1-2 Year,No,27774.0,124.0,49,0
258490,Female,24,1,1,0,< 1 Year,No,57147.0,152.0,117,0
116932,Male,29,1,4,1,< 1 Year,No,34463.0,152.0,20,0
67492,Female,22,1,2,1,< 1 Year,No,25446.0,26.0,189,0
21287,Female,47,1,1,1,1-2 Year,No,2630.0,156.0,18,0
115981,Female,26,1,3,1,< 1 Year,No,72194.0,152.0,68,0
293336,Male,24,1,2,1,< 1 Year,No,45632.0,152.0,279,0
274841,Male,26,1,5,1,< 1 Year,No,24802.0,152.0,282,0
136560,Male,57,1,1,0,1-2 Year,Yes,2630.0,26.0,281,1
362622,Female,55,1,1,0,1-2 Year,Yes,32777.0,26.0,231,0
116263,Female,20,1,1,0,< 1 Year,Yes,2630.0,160.0,64,0
227848,Female,59,1,3,1,1-2 Year,No,28305.0,29.0,143,0
256034,Female,20,1,4,0,< 1 Year,Yes,2630.0,160.0,20,0
122891,Male,29,1,3,1,< 1 Year,No,39699.0,152.0,243,0
295631,Female,28,1,2,0,< 1 Year,Yes,23236.0,152.0,203,0
87392,Male,30,1,3,0,1-2 Year,Yes,39382.0,124.0,269,1
1149,Male,55,1,5,0,1-2 Year,Yes,22757.0,136.0,77,0
359491,Male,55,1,5,0,1-2 Year,Yes,2630.0,15.0,152,0
216677,Male,43,1,5,0,1-2 Year,Yes,31367.0,8.0,18,1
175899,Male,34,1,5,0,1-2 Year,Yes,26870.0,156.0,33,0
82939,Male,34,1,3,1,< 1 Year,No,38728.0,152.0,71,0
249938,Male,39,1,4,0,1-2 Year,No,25083.0,154.0,216,0
286277,Male,23,1,3,0,< 1 Year,Yes,65915.0,160.0,42,1
204079,Female,39,1,4,1,1-2 Year,No,33270.0,124.0,187,0
355404,Male,72,1,1,0,1-2 Year,Yes,24147.0,124.0,24,0
174282,Male,55,1,1,0,1-2 Year,Yes,2630.0,152.0,288,0
27709,Female,28,1,1,1,< 1 Year,No,26563.0,152.0,91,0
346835,Female,22,1,3,1,< 1 Year,No,2630.0,152.0,280,0
214820,Female,24,1,4,1,< 1 Year,No,32807.0,152.0,130,0
29103,Female,23,1,1,0,< 1 Year,Yes,49499.0,152.0,147,0
133701,Female,52,1,4,0,1-2 Year,Yes,37609.0,26.0,28,0
171468,Male,50,1,3,0,1-2 Year,No,2630.0,26.0,28,0
208403,Female,23,1,4,0,< 1 Year,Yes,31732.0,151.0,268,1
248555,Female,22,1,3,1,< 1 Year,No,44330.0,152.0,103,0
75814,Male,36,1,5,0,1-2 Year,Yes,39322.0,124.0,271,0
110531,Male,37,1,3,0,1-2 Year,Yes,32728.0,13.0,63,1
163976,Male,22,1,3,0,< 1 Year,Yes,30125.0,160.0,169,0
271981,Male,22,1,4,0,< 1 Year,Yes,31381.0,160.0,29,0
183567,Male,23,1,1,1,< 1 Year,No,49037.0,26.0,21,0
186077,Female,22,1,5,1,< 1 Year,No,21582.0,152.0,280,0
296433,Male,29,1,5,1,1-2 Year,No,2630.0,157.0,54,0
67911,Female,47,1,1,1,1-2 Year,No,27874.0,152.0,54,0
166248,Female,51,1,3,0,1-2 Year,Yes,40090.0,124.0,291,0
378650,Male,59,1,2,0,1-2 Year,Yes,34347.0,120.0,149,0
124850,Male,63,1,3,0,1-2 Year,Yes,2630.0,26.0,223,1
167148,Male,55,1,1,1,1-2 Year,No,2630.0,26.0,210,0
52116,Male,28,1,4,1,< 1 Year,No,34435.0,152.0,170,0
235145,Female,25,1,2,0,< 1 Year,Yes,22972.0,152.0,158,0
19337,Male,21,1,5,1,< 1 Year,No,34832.0,152.0,206,0
356451,Female,35,1,3,1,1-2 Year,No,25121.0,152.0,37,0
54320,Male,28,1,5,1,< 1 Year,No,32191.0,160.0,61,0
803,Female,29,1,2,1,< 1 Year,No,37098.0,152.0,185,0
294302,Male,35,1,3,1,1-2 Year,No,39173.0,124.0,224,0
232586,Female,63,1,4,0,1-2 Year,Yes,30021.0,26.0,165,1
296484,Male,52,1,3,0,1-2 Year,Yes,43948.0,124.0,84,1
38849,Male,56,1,3,0,1-2 Year,Yes,54410.0,26.0,84,0
250849,Male,40,1,5,0,1-2 Year,Yes,2630.0,124.0,178,0
49454,Male,22,1,3,1,< 1 Year,No,2630.0,160.0,209,0
69738,Female,56,1,5,1,1-2 Year,No,40248.0,16.0,71,0
271038,Female,41,1,5,0,1-2 Year,Yes,38973.0,26.0,223,1
186021,Male,40,1,3,0,1-2 Year,No,31029.0,124.0,15,0
347486,Male,22,1,5,1,< 1 Year,No,37443.0,152.0,129,0
51915,Male,47,1,3,0,1-2 Year,Yes,45454.0,124.0,55,0
186348,Female,24,1,1,1,< 1 Year,No,37803.0,152.0,138,0
545,Female,25,1,1,1,< 1 Year,No,61805.0,152.0,58,0
165643,Male,55,1,1,0,1-2 Year,Yes,31028.0,124.0,258,1
305469,Male,32,1,4,1,1-2 Year,No,2630.0,156.0,297,0
321862,Female,21,1,1,1,< 1 Year,No,2630.0,160.0,62,0
218000,Male,36,1,3,0,1-2 Year,No,27176.0,155.0,220,0
132833,Male,58,1,1,0,1-2 Year,Yes,34946.0,3.0,40,1
128014,Male,74,1,5,0,1-2 Year,Yes,19845.0,16.0,157,0
291224,Female,33,1,3,1,< 1 Year,No,28580.0,152.0,282,0
93320,Male,31,1,5,1,1-2 Year,No,2630.0,122.0,126,0
232492,Male,21,1,4,0,1-2 Year,Yes,2630.0,124.0,36,0
355704,Male,44,1,3,1,1-2 Year,No,2630.0,124.0,50,0
88543,Male,46,1,5,1,1-2 Year,No,29274.0,124.0,264,0
82927,Male,61,1,3,1,1-2 Year,No,27894.0,52.0,216,0
138047,Male,50,1,3,0,1-2 Year,Yes,62336.0,26.0,95,0
195676,Male,32,1,3,0,1-2 Year,Yes,38983.0,163.0,26,1
230429,Male,37,1,4,1,1-2 Year,No,31603.0,124.0,138,0
119144,Male,52,1,3,0,1-2 Year,Yes,27796.0,13.0,52,0
198435,Male,39,1,3,0,1-2 Year,Yes,29161.0,124.0,234,0
370166,Male,57,1,2,1,1-2 Year,No,20663.0,124.0,101,0
89903,Male,28,1,3,1,< 1 Year,No,55168.0,152.0,180,0
291928,Female,26,1,3,1,< 1 Year,Yes,2630.0,157.0,138,0
86245,Male,31,1,3,0,< 1 Year,Yes,42739.0,124.0,151,1
351871,Female,64,1,3,0,1-2 Year,Yes,23019.0,152.0,262,0
99005,Male,50,1,3,0,> 2 Years,Yes,53357.0,13.0,180,0
272109,Male,40,1,3,0,1-2 Year,Yes,46997.0,124.0,167,1
342600,Female,21,1,5,0,< 1 Year,Yes,39024.0,160.0,288,0
141293,Male,22,1,3,0,1-2 Year,Yes,33391.0,122.0,204,1
258352,Male,25,1,4,0,< 1 Year,Yes,32144.0,152.0,114,0
357964,Female,32,1,3,0,1-2 Year,Yes,29642.0,154.0,287,1
122376,Male,58,1,5,0,1-2 Year,Yes,2630.0,15.0,229,0
18297,Female,21,1,2,0,< 1 Year,Yes,21881.0,160.0,178,0
235276,Female,28,1,4,1,< 1 Year,No,41429.0,152.0,16,0
351339,Male,42,1,5,0,1-2 Year,Yes,45382.0,26.0,174,0
294533,Female,26,1,3,1,< 1 Year,No,24481.0,152.0,190,0
154922,Male,57,1,3,1,1-2 Year,Yes,47565.0,124.0,72,0
268962,Female,50,1,3,0,1-2 Year,Yes,2630.0,157.0,113,0
47143,Male,40,1,3,0,1-2 Year,Yes,32035.0,124.0,275,1
147618,Male,40,1,1,0,1-2 Year,Yes,36771.0,124.0,231,0
352979,Male,25,1,4,1,< 1 Year,No,2630.0,26.0,120,0
128621,Male,25,1,5,1,< 1 Year,No,35154.0,152.0,188,0
348416,Male,42,1,2,0,1-2 Year,Yes,32405.0,26.0,250,1
32856,Male,37,1,3,0,1-2 Year,Yes,99529.0,124.0,38,0
356878,Male,46,1,3,1,1-2 Year,No,48586.0,26.0,98,0
292319,Female,47,1,3,0,1-2 Year,Yes,41193.0,124.0,277,0
348057,Male,31,1,1,1,1-2 Year,No,2630.0,163.0,53,0
283566,Male,38,1,3,1,1-2 Year,Yes,27853.0,154.0,125,0
313613,Male,49,1,1,0,> 2 Years,Yes,37797.0,124.0,116,0
37186,Male,43,1,5,0,1-2 Year,Yes,28123.0,12.0,168,1
75116,Male,20,1,5,0,< 1 Year,Yes,37622.0,160.0,31,0
318830,Female,32,1,3,1,< 1 Year,No,27673.0,152.0,136,0
343497,Female,30,1,3,0,< 1 Year,Yes,57749.0,26.0,219,1
92051,Female,53,1,3,0,> 2 Years,Yes,69356.0,26.0,110,0
40094,Female,30,1,3,1,< 1 Year,No,2630.0,26.0,205,0
224481,Male,58,1,3,1,1-2 Year,No,62031.0,26.0,244,0
231936,Female,31,1,4,1,< 1 Year,No,48212.0,152.0,19,0
30522,Female,37,1,3,1,1-2 Year,No,44310.0,124.0,101,0
261960,Female,28,1,1,1,< 1 Year,No,28384.0,152.0,82,0
364745,Female,28,1,5,1,< 1 Year,No,33909.0,152.0,111,0
41295,Male,62,1,5,0,1-2 Year,Yes,22971.0,124.0,212,0
67617,Female,26,1,1,1,< 1 Year,Yes,23260.0,152.0,171,0
281592,Male,60,1,5,1,1-2 Year,No,2630.0,26.0,59,0
60909,Male,70,1,2,0,1-2 Year,Yes,38333.0,26.0,178,1
24764,Female,48,1,1,1,1-2 Year,No,41662.0,124.0,239,0
58861,Female,21,1,4,0,< 1 Year,Yes,37608.0,160.0,220,0
268061,Male,26,1,5,1,< 1 Year,No,29830.0,152.0,178,0
285628,Female,33,1,3,1,< 1 Year,No,22097.0,152.0,89,0
215234,Male,28,1,3,0,< 1 Year,Yes,32923.0,152.0,283,0
380970,Male,50,1,1,0,1-2 Year,Yes,43214.0,7.0,48,1
264298,Male,56,1,2,0,1-2 Year,Yes,26171.0,124.0,255,0
97138,Male,24,1,1,1,< 1 Year,No,2630.0,152.0,90,0
23555,Male,69,1,5,0,1-2 Year,Yes,22405.0,26.0,31,0
202433,Male,25,1,1,1,< 1 Year,No,17921.0,152.0,175,0
33751,Male,59,1,3,0,> 2 Years,Yes,37677.0,163.0,197,0
227710,Male,39,1,3,0,1-2 Year,Yes,32196.0,13.0,141,1
174580,Female,29,1,3,1,< 1 Year,No,36501.0,140.0,246,0
70610,Female,48,1,3,1,1-2 Year,Yes,2630.0,124.0,269,0
162081,Female,28,1,3,1,< 1 Year,No,26957.0,152.0,245,0
295203,Female,21,1,1,0,< 1 Year,No,56399.0,160.0,288,0
13983,Female,37,1,4,0,1-2 Year,No,23157.0,124.0,244,0
197564,Male,43,1,3,0,1-2 Year,Yes,40298.0,26.0,110,0
307627,Female,22,1,1,1,< 1 Year,No,37866.0,152.0,244,0
326054,Female,22,1,3,1,< 1 Year,No,21949.0,152.0,105,0
141355,Female,23,1,3,0,< 1 Year,Yes,21938.0,152.0,235,0
251762,Female,23,1,1,1,< 1 Year,No,34061.0,152.0,267,0
349066,Male,23,1,1,1,< 1 Year,No,55809.0,152.0,229,0
13625,Male,46,1,3,0,1-2 Year,Yes,31886.0,124.0,251,1
227207,Male,22,1,5,1,< 1 Year,No,27551.0,152.0,220,0
268222,Male,41,1,3,0,1-2 Year,Yes,41489.0,124.0,100,0
73374,Male,21,1,5,1,< 1 Year,No,21728.0,160.0,84,0
14462,Female,25,1,4,0,< 1 Year,Yes,27334.0,152.0,53,0
30702,Male,27,1,3,0,1-2 Year,Yes,57036.0,26.0,90,0
342455,Male,70,1,1,1,1-2 Year,No,32368.0,26.0,256,0
79123,Male,69,1,4,1,1-2 Year,No,46902.0,124.0,104,0
206594,Male,50,1,1,0,1-2 Year,Yes,62130.0,26.0,201,0
280584,Male,43,1,2,0,1-2 Year,Yes,33270.0,124.0,43,1
218374,Female,21,1,5,0,< 1 Year,Yes,49438.0,160.0,16,0
124394,Female,34,1,5,0,1-2 Year,Yes,27912.0,156.0,123,1
239652,Female,25,1,4,1,< 1 Year,No,25995.0,152.0,165,0
366108,Male,23,1,5,0,1-2 Year,Yes,2630.0,156.0,101,0
77878,Female,25,1,5,0,< 1 Year,Yes,39151.0,152.0,146,0
365894,Female,59,1,2,1,1-2 Year,No,36817.0,124.0,238,0
50571,Male,42,1,2,0,1-2 Year,Yes,34285.0,26.0,271,0
193194,Male,64,1,3,1,1-2 Year,No,55115.0,122.0,193,0
361047,Female,51,1,1,0,1-2 Year,Yes,31654.0,19.0,296,0
137102,Female,72,1,1,0,1-2 Year,Yes,2630.0,30.0,165,0
237139,Female,42,1,3,0,1-2 Year,Yes,31523.0,124.0,188,0
231591,Male,23,1,3,0,< 1 Year,Yes,36186.0,152.0,156,0
14468,Male,23,1,3,1,< 1 Year,No,29374.0,152.0,272,0
14725,Female,25,1,3,1,< 1 Year,No,43476.0,152.0,44,0
99324,Female,24,1,1,1,< 1 Year,Yes,36466.0,152.0,17,0
219083,Female,46,1,2,0,1-2 Year,Yes,39041.0,86.0,13,0
228576,Female,23,1,2,0,< 1 Year,Yes,37889.0,152.0,202,0
243890,Female,28,1,1,1,< 1 Year,No,42112.0,152.0,136,0
88289,Female,39,1,3,0,> 2 Years,Yes,41968.0,52.0,143,0
310234,Male,58,1,5,0,1-2 Year,Yes,2630.0,26.0,52,1
76918,Female,28,1,3,1,< 1 Year,No,35039.0,152.0,285,0
371069,Male,64,1,3,0,1-2 Year,Yes,70874.0,26.0,60,0
343470,Female,23,1,5,1,< 1 Year,No,30264.0,152.0,290,0
294355,Female,38,1,1,0,1-2 Year,Yes,2630.0,156.0,29,0
137085,Female,22,1,5,1,< 1 Year,No,31508.0,160.0,244,0
302456,Male,26,1,3,1,< 1 Year,Yes,2630.0,152.0,114,0
274592,Female,23,1,1,1,< 1 Year,No,28931.0,152.0,60,0
1552,Male,49,1,3,1,1-2 Year,No,36315.0,124.0,92,0
74692,Male,27,1,4,0,< 1 Year,No,30927.0,152.0,290,0
135746,Male,57,1,3,0,> 2 Years,Yes,27336.0,158.0,23,0
338445,Female,21,1,5,0,< 1 Year,Yes,45329.0,152.0,224,0
240087,Male,50,1,3,1,1-2 Year,No,37516.0,26.0,33,0
314499,Male,29,1,4,1,< 1 Year,No,24178.0,152.0,185,0
145761,Male,26,1,5,1,< 1 Year,No,23577.0,152.0,114,0
309865,Male,46,1,3,0,1-2 Year,Yes,55289.0,25.0,230,0
216907,Female,31,1,5,0,< 1 Year,Yes,53638.0,152.0,232,0
224555,Female,42,1,4,0,1-2 Year,No,35293.0,124.0,123,0
144363,Female,23,1,3,0,1-2 Year,No,29862.0,124.0,194,0
236688,Male,30,1,2,0,1-2 Year,Yes,2630.0,156.0,191,0
88669,Female,22,1,1,1,< 1 Year,No,27827.0,152.0,265,0
328630,Female,28,1,2,1,< 1 Year,No,39228.0,26.0,140,0
372305,Female,23,1,3,1,< 1 Year,No,37372.0,152.0,241,0
257044,Male,54,1,1,0,1-2 Year,Yes,37471.0,124.0,144,0
295379,Male,66,1,4,1,1-2 Year,No,39427.0,124.0,28,0
112477,Female,22,1,5,1,< 1 Year,No,30141.0,152.0,222,0
328513,Male,24,1,3,0,< 1 Year,No,27648.0,152.0,91,0
247151,Female,26,1,3,1,< 1 Year,No,2630.0,152.0,174,0
319916,Male,40,1,4,0,1-2 Year,Yes,28733.0,124.0,295,1
177661,Female,44,1,3,0,1-2 Year,Yes,2630.0,124.0,157,0
324811,Male,21,1,5,1,< 1 Year,No,24860.0,160.0,157,0
89088,Male,21,1,5,1,< 1 Year,No,34927.0,152.0,270,0
44575,Male,49,1,1,0,> 2 Years,Yes,34816.0,124.0,118,0
215524,Female,25,1,1,1,< 1 Year,No,36543.0,152.0,237,0
359819,Female,24,1,2,0,< 1 Year,No,26459.0,152.0,251,0
218228,Female,46,1,1,1,1-2 Year,No,35817.0,124.0,197,0
373350,Female,42,1,3,0,1-2 Year,Yes,63231.0,26.0,124,1
169819,Male,55,1,4,0,1-2 Year,Yes,31450.0,124.0,190,0
243693,Male,20,1,1,1,< 1 Year,No,23444.0,160.0,286,0
197957,Female,25,1,5,1,< 1 Year,No,34170.0,152.0,222,0
312471,Male,43,1,4,0,1-2 Year,Yes,2630.0,124.0,126,1
366198,Male,28,1,3,1,< 1 Year,No,2630.0,152.0,57,0
125105,Female,22,1,3,0,< 1 Year,Yes,28239.0,152.0,25,0
253637,Male,49,1,3,0,> 2 Years,Yes,24270.0,26.0,68,0
373762,Male,54,1,2,0,1-2 Year,Yes,29098.0,124.0,22,0
348508,Male,65,1,3,0,1-2 Year,Yes,34635.0,122.0,196,0
65708,Female,25,1,4,0,< 1 Year,Yes,37683.0,151.0,284,0
309426,Male,65,1,5,0,1-2 Year,Yes,2630.0,156.0,159,0
364762,Male,72,1,5,1,1-2 Year,No,24312.0,124.0,36,0
259396,Male,43,1,1,1,1-2 Year,No,36401.0,124.0,89,0
275658,Female,54,1,3,1,1-2 Year,No,35284.0,124.0,35,0
343943,Male,52,1,3,0,1-2 Year,Yes,32679.0,124.0,17,1
159429,Female,28,1,5,1,< 1 Year,No,2630.0,152.0,107,0
119499,Female,42,1,1,0,1-2 Year,Yes,21660.0,157.0,280,1
292397,Female,28,1,5,1,< 1 Year,No,26377.0,152.0,72,0
215925,Female,25,1,1,1,< 1 Year,No,54313.0,26.0,102,0
374818,Female,45,1,1,0,1-2 Year,No,2630.0,26.0,258,0
195109,Female,24,1,5,0,< 1 Year,Yes,32887.0,151.0,251,0
283185,Female,40,1,2,0,1-2 Year,Yes,2630.0,124.0,274,0
175620,Male,66,1,5,1,1-2 Year,No,55180.0,124.0,55,0
67845,Male,30,1,3,0,< 1 Year,Yes,2630.0,160.0,203,0
163738,Female,30,1,1,0,1-2 Year,Yes,30851.0,26.0,249,0
239342,Female,67,1,3,0,> 2 Years,Yes,44476.0,122.0,216,0
155076,Female,25,1,1,1,< 1 Year,No,24292.0,152.0,187,0
228841,Male,42,1,3,0,1-2 Year,Yes,32070.0,26.0,202,1
228698,Male,60,1,5,0,1-2 Year,Yes,46675.0,122.0,233,0
97223,Female,32,1,3,0,1-2 Year,Yes,2630.0,157.0,113,1
227533,Male,31,1,2,0,< 1 Year,No,2630.0,152.0,66,0
359033,Female,27,1,4,0,< 1 Year,Yes,2630.0,124.0,133,0
341044,Female,28,1,2,1,< 1 Year,No,32250.0,152.0,107,0
349782,Female,48,1,3,0,1-2 Year,Yes,35718.0,124.0,223,1
18733,Female,42,1,5,0,> 2 Years,Yes,37929.0,124.0,147,1
351768,Male,40,1,1,0,1-2 Year,Yes,18260.0,26.0,232,0
203836,Male,57,1,1,0,> 2 Years,Yes,39201.0,26.0,107,0
127805,Female,22,1,2,0,< 1 Year,Yes,30242.0,152.0,29,0
336208,Female,23,1,2,1,< 1 Year,No,31080.0,152.0,35,0
3431,Male,47,1,3,0,> 2 Years,Yes,40947.0,124.0,186,0
94760,Male,27,1,1,0,< 1 Year,Yes,2630.0,154.0,13,0
52225,Male,23,1,1,0,< 1 Year,Yes,24004.0,160.0,285,0
378554,Male,28,1,5,1,< 1 Year,No,29514.0,152.0,142,0
262410,Female,43,1,2,0,1-2 Year,Yes,34710.0,26.0,177,0
98995,Male,58,1,3,0,1-2 Year,Yes,26060.0,122.0,148,0
248390,Male,22,1,2,1,< 1 Year,No,32095.0,152.0,123,0
268208,Male,33,1,3,0,1-2 Year,Yes,26027.0,26.0,229,0
114632,Female,26,1,3,1,< 1 Year,No,31497.0,152.0,93,0
329033,Female,23,1,3,1,< 1 Year,No,29423.0,152.0,113,0
146600,Female,30,1,3,0,1-2 Year,Yes,29483.0,156.0,252,1
39694,Female,49,1,3,1,1-2 Year,No,36058.0,124.0,259,0
162112,Female,62,1,3,0,1-2 Year,Yes,33404.0,26.0,205,0
8340,Female,25,1,2,0,< 1 Year,Yes,56893.0,152.0,216,0
237145,Male,22,1,5,1,< 1 Year,No,27403.0,152.0,81,0
365522,Female,21,1,1,1,< 1 Year,No,27911.0,160.0,274,0
187547,Female,25,1,2,1,< 1 Year,No,33771.0,152.0,176,0
51647,Female,25,1,5,1,< 1 Year,No,30184.0,152.0,117,0
41406,Female,25,1,5,0,< 1 Year,Yes,31552.0,160.0,151,0
84527,Male,27,1,5,0,< 1 Year,Yes,2630.0,163.0,204,0
123160,Male,58,1,4,0,1-2 Year,Yes,22418.0,124.0,190,0
299283,Female,29,1,4,0,1-2 Year,Yes,28829.0,124.0,224,0
215474,Female,22,1,4,1,< 1 Year,No,37417.0,152.0,44,0
359813,Female,48,1,3,0,1-2 Year,Yes,40628.0,26.0,253,0
157442,Female,49,1,3,1,1-2 Year,No,2630.0,157.0,84,0
259502,Male,59,1,1,0,1-2 Year,Yes,21542.0,26.0,18,1
103033,Female,29,1,1,1,< 1 Year,No,25340.0,152.0,196,0
22818,Male,23,1,1,1,< 1 Year,No,49939.0,152.0,285,0
138782,Male,57,1,3,1,1-2 Year,No,31548.0,26.0,172,0
139633,Female,23,1,3,0,< 1 Year,Yes,2630.0,26.0,139,1
155301,Male,33,1,4,1,< 1 Year,No,38390.0,152.0,259,0
17773,Male,61,0,1,0,1-2 Year,Yes,58892.0,26.0,283,0
35754,Male,40,1,1,0,1-2 Year,Yes,2630.0,26.0,169,1
182006,Male,57,1,3,0,> 2 Years,Yes,38400.0,125.0,27,0
222897,Male,33,1,3,1,1-2 Year,No,40010.0,124.0,279,0
335434,Male,51,1,5,0,1-2 Year,Yes,2630.0,163.0,134,1
372267,Female,54,1,3,1,1-2 Year,No,31861.0,26.0,258,0
133593,Female,59,1,3,0,> 2 Years,Yes,44458.0,13.0,296,1
371716,Female,44,1,3,0,> 2 Years,Yes,45152.0,124.0,273,0
333564,Male,38,1,4,0,1-2 Year,Yes,25908.0,152.0,29,0
290444,Male,53,1,3,0,1-2 Year,Yes,42221.0,52.0,98,0
105536,Male,45,1,5,0,1-2 Year,Yes,31445.0,124.0,37,0
260295,Male,25,1,5,1,< 1 Year,No,28920.0,152.0,193,0
77583,Male,55,1,5,1,1-2 Year,No,38174.0,26.0,61,0
33294,Female,25,1,3,1,< 1 Year,No,33624.0,152.0,172,0
8779,Male,20,1,3,1,1-2 Year,No,2630.0,156.0,293,0
3618,Female,23,1,5,1,< 1 Year,No,30680.0,152.0,175,0
210774,Male,61,1,3,1,1-2 Year,No,40467.0,26.0,116,0
140324,Male,59,1,5,0,1-2 Year,Yes,44113.0,16.0,121,0
203778,Male,67,1,3,0,1-2 Year,Yes,60759.0,26.0,167,0
286517,Female,38,1,3,1,1-2 Year,No,27461.0,124.0,152,0
285057,Female,46,1,1,0,1-2 Year,Yes,28987.0,163.0,234,0
86934,Female,27,1,1,1,< 1 Year,No,2630.0,152.0,64,0
141594,Female,25,1,3,0,< 1 Year,Yes,25142.0,160.0,16,0
356238,Female,29,1,4,0,< 1 Year,No,25696.0,26.0,231,0
57130,Male,31,1,5,0,< 1 Year,Yes,36672.0,124.0,102,0
307169,Male,41,1,3,0,1-2 Year,Yes,35351.0,26.0,144,1
101351,Female,64,1,1,0,> 2 Years,Yes,2630.0,124.0,66,0
362359,Male,25,1,4,0,< 1 Year,Yes,2630.0,160.0,287,0
294920,Female,22,1,1,0,< 1 Year,Yes,39350.0,152.0,10,0
267471,Male,23,1,5,0,< 1 Year,Yes,27953.0,26.0,198,0
162730,Male,23,1,5,1,< 1 Year,No,35263.0,152.0,157,0
177918,Female,23,1,5,1,< 1 Year,No,22573.0,152.0,105,0
374262,Male,24,1,2,0,< 1 Year,No,2630.0,160.0,65,0
108077,Male,36,1,3,1,1-2 Year,No,33372.0,26.0,296,0
245449,Male,22,1,5,0,< 1 Year,Yes,39533.0,152.0,15,0
148357,Female,25,1,1,1,< 1 Year,No,26022.0,152.0,171,0
223031,Male,40,1,5,0,1-2 Year,Yes,32779.0,154.0,221,0
241158,Female,28,1,1,0,< 1 Year,Yes,30686.0,152.0,33,1
182755,Female,44,1,2,0,> 2 Years,Yes,29928.0,124.0,194,0
139576,Female,33,1,1,1,< 1 Year,No,23462.0,152.0,216,0
